ID,ID_numeric,Date_measured,Color,Color_numeric,Cyme_length,flowers_per_day,Flowers_buds_on_cymepeduncle, Cor_Length,Cor_tissue_Length, Cor_Width,Anther_stigma_position, Nectar_volume_mm, Style_Length,Sterility,after_noon,Notes
192,192,8/27/2014,p,1,21.8,3,2,26.6,31.3,22.6,0,2.7,16,,,
192,192,9/1/2014,p,1,30.7,2,3,27.5,32.2,22.2,0,0.5,15.5,,,
192,192,9/2/2014,p,1,17,1,1,25.7,29.5,20.6,0,0,14,,,
192,192,9/10/2014,p,1,18.7,2,1,27.1,30.7,22.3,0,1.6,14.1,,,
195,195,8/1/2014,p,1,19.7,1,2,23.6,25.3,17.8,-0.5,0.5,12.4,,,squished
195,195,8/4/2014,p,1,14.9,1,1,24.9,28.4,18.7,0,0,13.4,,,
195,195,8/26/2014,p,1,19.7,1,3,24,29.1,21.7,-0.5,0,12.5,,,
195,195,9/9/2014,p,1,17.7,1,1,24.9,29.2,21.8,0,0,12.9,,,
195,195,9/14/2014,p,1,18.3,1,1,24.4,29.6,20.7,-0.5,0,12.5,,,
195,195,10/6/2014,p,1,17.4,,1,25.1,30,22,-0.5,0,12.7,,,
196,196,9/20/2014,p,1,23.5,1,1,28.6,32.6,23.4,0.5,4.9,18.7,,,
196,196,10/6/2014,p,1,29.1,2,1,28.6,32.6,23.2,0,0.5,18.1,,,
196,196,10/8/2014,p,1,33.9,1,2,29.6,33.5,23.4,0,3.9,17.2,,,
196,196,10/15/2014,p,1,24.2,1,1,30.8,35.5,25.2,0.5,2.9,20.3,,,
196,196,10/16/2014,p,1,36.9,1,2,31.2,35,24,0,4.2,20.1,,,
197,197,9/7/2014,p,1,18,2,1,25.4,28.7,20.4,0,0,15.3,,,
197,197,9/18/2014,p,1,27.2,2,2,26.3,31.3,25.3,0,2.9,17.8,,,
197,197,9/19/2014,p,1,20,1,1,25.1,30.2,24.4,0.5,7.5,17.1,,,
197,197,9/24/2014,p,1,20.1,3,1,30.3,34,25.8,0,13.8,17.7,,,
198,198,8/5/2014,p,1,20.3,1,2,29.2,32.4,23.5,0,7.8,18.5,,,striped!
198,198,8/16/2014,p,1,28.3,3,2,26.9,30.7,20.7,0,0.5,17.1,,,not striped
198,198,8/18/2014,p,1,23.5,2,2,28.3,33.1,23.9,0.5,3.5,18,,,striped
198,198,8/21/2014,p,1,18.6,1,1,26.9,30.7,22.3,0,0,16.8,,,very slightly speckled
198,198,9/3/2014,p,1,19.8,1,1,28.1,33.4,24.2,0.5,0.8,17.2,,,
198,198,9/17/2014,p,1,18.9,4,2,28.1,32.8,24,0,1.1,17.3,,,
199,199,8/15/2014,p,1,12.2,1,2,23.3,27.3,17.2,0,0,14.2,1,,"p throat, pale corolla, anthers looked off"
199,199,9/29/2014,p,1,15.6,4,2,24.6,28.2,20,0,0,13.8,1,,"p throat, striped pale corolla, crappy sex organs"
199,199,10/6/2014,p,1,15.9,2,1,24.8,29.6,22.1,0,0,14.9,1,,anthers look awful
199,199,10/8/2014,p,1,34.4,2,3,28.8,30.5,20.4,0,0,14.9,1,,"incomplete pigmentation, sad anthers"
199,199,10/15/2014,p,1,14.3,1,2,28.7,31.7,20.9,0,0,13.4,1,,"pale corolla, bad anthers"
199,199,10/16/2014,p,1,15,2,1,26,27.8,20.3,0,0,14.3,1,,sad crappy anthers
200,200,9/5/2014,p,1,17.7,1,1,26.3,30.1,21.2,0,0.8,15.6,,,
201,201,8/16/2014,w,0,62.8,2,2,25.5,28.2,19.7,0,1.1,13.7,,,
201,201,10/19/2014,w,0,26.7,1,2,26.2,29.9,21.4,0,0,14.2,,,
201,201,11/6/2014,w,0,70.1,1,4,24.5,29.5,19.6,0,2.4,14.1,,,
201,201,11/7/2014,w,0,75.6,1,4,26.4,31.4,20.3,0,9,15.4,,,split incurled corolla
201,201,11/16/2014,w,0,19,1,1,25.6,29.6,20.3,0,1.2,14.2,,,
202,202,8/13/2014,p,1,17.3,1,3,24.8,28.1,19.6,0,0,15.5,,,
202,202,8/26/2014,p,1,16.8,1,1,25.4,29.6,19.5,0,1.2,15.8,,,
202,202,9/9/2014,p,1,17.2,3,2,25.2,28.9,20.7,0,4.7,15.5,,,
202,202,9/18/2014,p,1,17.1,1,1,25.6,29.9,20.8,0,3.3,16,,,
202,202,9/27/2014,p,1,26.6,1,5,25.7,30.9,21.3,0,3,16.4,,,
203,203,9/12/2014,p,1,20.8,1,1,27.6,31.1,20.4,0,3.3,15.2,,,white throat
203,203,9/18/2014,p,1,17.2,1,1,28.1,31.8,21.8,0,5.6,15.2,,,
203,203,9/19/2014,p,1,16.4,1,1,27.7,30.7,21.6,0,0.5,15.2,,,
203,203,9/26/2014,p,1,29.1,1,2,29.2,34.3,23.7,0,14.9,15.9,,,
203,203,10/2/2014,p,1,39.6,1,2,28.8,31.9,20.5,0,14.5,,,,
205,205,11/4/2014,w,0,13.6,1,1,26.6,29.3,18.4,0,0,15,,,
207,207,8/20/2014,p,1,53,2,3,29.1,34.2,22,0,7.1,16.8,,,
207,207,8/26/2014,p,1,22.2,3,1,30.4,36,25.8,0,8.9,16.5,,,
207,207,9/4/2014,p,1,26,4,1,28.6,31.9,22.3,-0.5,7,,,,
207,207,9/5/2014,p,1,26.8,1,1,27.3,32.4,21.8,0,3.1,15.4,,,crushed
207,207,9/6/2014,p,1,21.8,2,1,28.5,34.4,25,0,8,15.7,,,
209,209,8/14/2014,p,1,25.3,1,1,28.1,32,25.2,0,0,16.9,,,
209,209,9/1/2014,p,1,21.3,1,3,21.6,26.5,19.3,0.5,0,13.7,,,no pollen
209,209,9/27/2014,p,1,19,4,2,25.2,29.3,23.2,0,0,14.4,,,pale
209,209,9/29/2014,p,1,17.7,1,1,26.7,31.8,23.8,0,2.1,16.3,,,
209,209,10/15/2014,p,1,22,2,1,30.3,35,25,0,13.1,16.8,,,
211,211,8/19/2014,p,1,15,1,1,23.6,27,16.8,0,0,13.8,,,
211,211,8/29/2014,p,1,18.4,2,1,24.5,29.1,20.4,0,0,15.2,,,pollen looks awful!
211,211,9/4/2014,p,1,26.4,4,2,26.2,30.2,21,0,3.3,16.1,,,
211,211,9/9/2014,p,1,28.6,1,2,23.6,28.4,19.2,0,1.8,14.9,,,
211,211,10/15/2014,p,1,18.6,1,1,27.6,31.3,20.3,0,1.9,16.5,,,
213,213,9/9/2014,p,1,18,1,1,27,30,20.2,0,0,15.1,,,
213,213,11/16/2014,p,1,16.2,1,1,24,27.1,17.7,0,0,15,,,
214,214,7/28/2014,w,0,56.2,1,2,26.7,30.4,21.6,0,4.6,14.7,,,round little flowers
214,214,7/29/2014,w,0,20.5,1,3,28.6,33.8,25.4,-0.5,6.2,15.6,,,
214,214,8/1/2014,w,0,55.5,1,2,23.2,25.9,18.4,0,0.7,14.4,,,squished
214,214,8/3/2014,w,0,48,1,2,26.5,31.7,23.6,0,6.6,15.9,,,
214,214,8/18/2014,w,0,29.8,1,1,26.4,31.9,22.7,0,0,14.7,,,
214,214,8/20/2014,w,0,25,2,1,27.3,32.3,24.1,0,6.8,15.9,,,
214,214,8/23/2014,w,0,12.4,7,1,24.3,28,21,0,0,14.1,,,
214,214,9/5/2014,w,0,45.3,4,6,27.4,32.7,22.7,0,5.2,16.1,,,
218,218,7/22/2014,p,1,12,1,1,26,31,22,-0.5,4,14,,,3-pronged stigma
218,218,7/23/2014,p,1,13,2,1,29,33,18,0,6,17,,,
218,218,7/26/2014,p,1,25.8,1,1,30.1,35.1,25.4,0,9,17.7,,,
218,218,7/27/2014,p,1,23.7,1,2,29.1,35.1,24.2,0,7.5,17.4,,,
218,218,8/3/2014,p,1,26.6,2,1,29.1,33.4,22.9,0,8.1,,,,
218,218,8/18/2014,p,1,37.6,1,2,29.8,34.1,22,0,4.7,16.9,,,
220,220,9/19/2014,w,0,20.5,1,1,25.9,29.3,21,0,2.2,16.7,,,
220,220,9/27/2014,w,0,32.4,1,2,26.3,31.8,22.4,0,2.2,17.2,,,
220,220,9/28/2014,w,0,26.9,1,1,27.4,33.8,24.6,0,0,,,,
220,220,10/15/2014,w,0,15.7,1,1,26.8,30,19.9,0,3.3,16.2,,,
220,220,11/19/2014,w,0,19.1,1,1,27.5,30.8,20.8,0,2.9,16.8,,,
222,222,8/14/2014,p,1,38.4,1,2,29.2,34.3,22.3,0,4.7,17.4,,,
222,222,8/15/2014,p,1,38.9,2,2,29.2,34.5,26.6,0,2.1,16.9,,,
222,222,9/1/2014,p,1,40.1,1,3,30,35.5,25.3,0,1.5,18.5,,,
222,222,9/9/2014,p,1,25.5,1,2,28.5,32.8,25,0,2,17,,,
222,222,9/12/2014,p,1,22,3,1,29.5,33.3,24.3,0,6.4,16.7,,,
222,222,11/19/2014,p,1,13.7,1,1,30,34.3,25.7,0,0,17.7,,,
226,226,9/7/2014,p,1,24.8,1,2,27.9,32.2,22.6,0,5,16.3,,,
226,226,9/26/2014,p,1,30.5,3,2,29.2,35.4,26.5,0,18,17.2,,,
226,226,9/27/2014,p,1,18.2,1,2,27.4,33.4,24.1,0,10.1,16.8,,,
226,226,9/29/2014,p,1,69.8,1,3,29.1,32.9,24.2,0,8.8,16.8,,,
226,226,10/1/2014,p,1,73.7,1,3,28.7,33.4,23.1,0,10.4,16.9,,,
227,227,8/19/2014,p,1,13.2,1,2,24.7,28,18,0,0,15.3,,,
227,227,10/27/2014,p,1,10.9,1,1,22.4,26.1,18.2,0,0,14.4,,,
228,228,11/11/2014,p,1,23.3,2,1,28.3,31.2,21.4,0,1.3,15.7,,,
228,228,11/14/2014,p,1,19.8,1,1,27.8,31,20.6,0,0,16.3,,,
229,229,9/19/2014,w,0,49.4,1,3,27,30.9,20.6,0,1.1,15.7,,,
229,229,9/20/2014,w,0,49.2,1,3,26.6,31.1,21.6,0,0,16.1,,,
229,229,9/29/2014,w,0,25.1,1,1,27.1,31,21.3,0,0,15.9,,,
229,229,9/30/2014,w,0,20.7,1,1,26.2,31.4,21.2,0,0,15.8,,,
229,229,11/3/2014,w,0,25.8,1,1,26,29,17.6,0,0,15,,,
231,231,9/24/2014,w,0,32.2,1,2,27,31.9,24,0,0,16.9,,,
233,233,8/5/2014,p,1,17.6,1,1,27.1,29.8,21.6,0,0.5,14.4,,,
233,233,8/14/2014,p,1,31.9,1,2,24.5,29,19.6,0,1.4,13.6,,,
233,233,8/16/2014,p,1,43.9,1,2,25.3,28.4,19.9,0,1.9,14.3,,,
233,233,9/12/2014,p,1,23.9,1,2,24.9,28.4,19.8,0,0,14.7,,,
233,233,9/18/2014,p,1,33.2,3,2,26.4,30.1,20.6,-0.5,1.3,14.3,,,
234,234,11/28/2014,p,1,14.2,1,1,25.9,29.6,19.4,-0.5,0,13.6,,,
235,235,8/5/2014,p,1,16.2,1,1,25.4,29.3,19.5,0,4,15.3,,,
235,235,9/26/2014,p,1,39.4,1,3,26.3,32.1,23.2,0,4.3,15.2,,,
235,235,9/27/2014,p,1,20.7,1,2,25.5,29.4,19.5,0,0,14.6,,,
235,235,10/2/2014,p,1,24.2,1,3,27.3,29.5,19,0,3.4,15.6,,,
235,235,10/3/2014,p,1,42.9,1,2,26.6,31.4,22.6,0,0.7,15.8,,,
236,236,9/2/2014,p,1,31.7,1,1,27.7,33.2,23.2,0,1.1,16.6,,,slightly deformed- dissected petal
236,236,9/26/2014,p,1,24.3,1,1,25.8,31.7,22.6,0,1,15.7,,,
236,236,2/5/2015,p,1,16.6,1,1,25.8,29.6,21.9,0,0,14.6,,,
237,237,9/7/2014,p,1,19.6,1,1,29,34,22.7,0,8,18.3,,,
237,237,9/29/2014,p,1,40,1,2,27.7,33.2,23.8,0,4,,,,
237,237,9/30/2014,p,1,43.1,1,2,28.8,33.7,24.4,0,4.1,17.7,,,
237,237,10/16/2014,p,1,50.8,3,2,29.4,34.6,25.3,0,11.7,,,,
237,237,10/18/2014,p,1,19.3,2,1,27.2,31.8,21.5,0,5.6,16.4,,,
238,238,9/6/2014,p,1,21.5,1,2,27.9,31.7,21,0,11.6,16.1,,,
238,238,9/7/2014,p,1,18.3,2,1,25.2,29,20.6,0,3,15.3,,,
238,238,9/19/2014,p,1,25,1,2,24.3,29,22.3,-0.5,2,14.8,,,
238,238,9/29/2014,p,1,20.4,2,1,25.5,31.4,23.3,0,5.1,14.9,,,
240,240,7/26/2014,p,1,24,1,1,27.9,30.5,20.2,0,1.2,16.1,,,
242,242,8/16/2014,p,1,23.7,1,2,25.3,30.4,22.8,0,3.1,15.2,,,
242,242,9/10/2014,p,1,28.7,1,3,26.4,30.8,23.2,-0.5,1.4,14.3,,,
242,242,9/12/2014,p,1,18.1,1,1,25.3,29.5,23.1,0,0,14.9,,,
242,242,9/19/2014,p,1,21.8,1,1,25.2,29,22.7,0,0.5,15.1,,,
242,242,9/20/2014,p,1,17.6,1,1,23.5,27.5,21.8,0,4.7,14.4,,,
242,242,10/18/2014,p,1,20.9,1,2,24.3,27.5,20.5,0,0,12.8,,,
244,244,10/15/2014,w,0,22.3,1,1,29.4,31.8,19.7,0,9.1,15.8,,,
244,244,10/19/2014,w,0,15.7,1,1,23.5,28.7,22.3,0,0,13.6,,,
244,244,10/29/2014,w,0,25.7,1,2,27.4,31.4,21.6,0,0,14.3,,,
244,244,11/12/2014,w,0,18.8,1,1,23.9,28.3,20.9,0,0,14.6,,,
247,247,9/20/2014,p,1,21.2,2,1,29.8,33.4,22.8,0,2.7,16,,,
247,247,9/24/2014,p,1,37.6,3,1,29.3,34.2,24.4,0,4.5,17.4,,,
247,247,9/26/2014,p,1,32.7,2,2,29.3,34.8,25.7,-0.5,4,15.4,,,
247,247,10/1/2014,p,1,48.6,1,2,31.4,35,25.8,0,5,17.6,,,
247,247,10/15/2014,p,1,26.2,7,1,31.8,36.9,25.8,0,6.9,17.7,,,
247,247,10/17/2014,p,1,27.9,3,1,29.3,33,23.5,0,5.3,15.5,,,
247,247,10/18/2014,p,1,27.8,7,1,31.1,35.2,25.9,0,7.7,16.8,,,
250,250,7/29/2014,p,1,22.6,1,1,29,32.8,22.4,0,2.7,15.6,,,
250,250,7/31/2014,p,1,32.1,1,1,30.5,34.7,22.3,0,9.2,17.4,,,
250,250,9/18/2014,p,1,19.4,2,1,26.8,31.4,24.5,0,4.1,15.7,,,
250,250,9/19/2014,p,1,31.1,2,2,28.3,32,26.4,0,4,17,,,
250,250,9/20/2014,p,1,26.5,3,1,27.7,32.7,24.7,0,0,16.1,,,
250,250,9/29/2014,p,1,17.1,6,1,28.3,33.4,24.1,0,3.7,16.5,,,
250,250,11/19/2014,p,1,18.9,2,1,27.4,31.2,20.1,0,0.7,15.4,,,
251,251,9/9/2014,p,1,21.5,1,1,24.3,27.7,20.3,0,1.2,14.3,,,
251,251,10/20/2014,p,1,18.3,1,1,22.8,28.2,22.4,0,1.5,14.5,,,
251,251,10/27/2014,p,1,26.7,1,1,24.9,29.6,22.2,0,0.6,15.6,,,
251,251,11/2/2014,p,1,33.9,1,2,23.6,28,21.4,0,1.8,15.3,,,
251,251,11/14/2014,p,1,18.6,1,1,24.3,29.3,21.3,0,0.6,15.1,,,
255,255,10/31/2014,p,1,20.1,1,1,26.5,31.2,20.3,0,0,16.4,,,
255,255,11/7/2014,p,1,20.6,2,1,28.1,32.5,20.8,0,2.9,16.2,,,
255,255,11/13/2014,p,1,32.9,1,2,28.7,32.4,19.4,0,1.5,15.4,,,split corolla deformed
256,256,7/26/2014,p,1,32,1,2,26.9,30.4,24.1,0,6,15.8,,,
256,256,8/21/2014,p,1,24.2,1,3,24,28.9,21.5,0,0,15.6,,,
256,256,9/18/2014,p,1,29.4,1,2,26.3,31.4,24.1,0,2.1,16.5,,,
256,256,9/20/2014,p,1,18.9,2,1,24.2,30.9,23.3,0,3.7,16.9,,,
256,256,9/30/2014,p,1,27.3,1,1,28,33.3,26.2,0,5.8,18.1,,,
256,256,11/16/2014,p,1,25.7,3,1,26.3,31.4,22.5,0,6.1,16.5,,,
257,257,7/26/2014,p,1,28.5,1,3,26.1,28.2,14.7,0,0,16.8,,,squished
257,257,10/31/2014,p,1,32.7,1,3,24,28.5,20.4,0,0,14.8,,,
257,257,11/3/2014,p,1,22.6,1,1,28.3,30.7,19.3,0,0.8,16.6,,,
257,257,11/4/2014,p,1,19.8,1,1,27.1,31,20.3,0,0,16.2,,,
257,257,11/5/2014,p,1,33.5,1,2,28.1,29.9,17.8,0,0,15.9,,,
257,257,11/7/2014,p,1,20,2,2,27,32,21.4,0,1.5,16.7,,,
258,258,8/16/2014,p,1,30.4,1,3,25.1,29.2,21,0,8.4,15.1,,,
258,258,8/27/2014,p,1,16.3,1,1,25.5,29.3,22.8,0,0.5,14.8,,,
258,258,9/5/2014,p,1,22.3,1,3,24.6,28.8,20.6,0,,14.5,,,
258,258,9/20/2014,p,1,27,1,2,27.4,31.9,24.6,0,2.6,16.2,,,
258,258,10/15/2014,p,1,27.2,1,3,27.3,31.3,23.9,0,5.8,15.5,,,
258,258,11/5/2014,p,1,15.3,1,1,26.1,29.7,21.1,0,0,14.3,,,
259,259,11/16/2014,w,0,27.7,1,2,26.1,30.6,20.8,0,1.4,14.1,,,
259,259,11/29/2014,w,0,33.6,1,1,25.3,29.8,20.7,0,1.1,14,,,
259,259,2/19/2015,w,0,17.7,2,1,24,27.3,18.9,0,0,13.9,,,
260,260,7/26/2014,w,0,19.6,1,1,25.9,27.6,15.7,0,0,17.2,,,squished
260,260,10/27/2014,w,0,31.3,1,2,29.3,34.6,24,0,1.9,18.6,,,
260,260,10/29/2014,w,0,24.2,2,2,28,33.1,22.9,0,1.4,17.1,,,
260,260,11/3/2014,w,0,33,1,1,29.1,34.7,24.4,0,3.5,18.8,,,
260,260,11/5/2014,w,0,22.1,1,1,29.8,32.7,21.5,0,3.1,17.8,,,
262,262,9/19/2014,w,0,22,1,1,26.5,30.6,22,0,2,16.7,,,
262,262,11/4/2014,w,0,30.3,4,1,26.8,29.5,16.8,0,0,14.8,,,
262,262,11/5/2014,w,0,23.4,3,1,29.2,31.6,14.8,0,0,16.9,,,
264,264,7/31/2014,p,1,18.9,1,1,24.9,28.2,19,0,2.3,16.4,,,
264,264,8/3/2014,p,1,17.1,1,1,26.5,29.3,20.5,0,0,17.8,,,
264,264,11/3/2014,p,1,23.2,1,2,25.9,30.1,19.9,0,0,17.5,,,
264,264,11/4/2014,p,1,22,2,2,25.9,29.8,20.5,0,0,16.6,,,
269,269,7/23/2014,p,1,19,1,1,25,28,21,0,1,14,,,
269,269,10/31/2014,p,1,21.3,1,1,28.7,31.1,22.8,0,0.9,16.7,,,
269,269,11/4/2014,p,1,14.3,2,1,26,29.7,19.7,0,0,16.2,,,
269,269,11/5/2014,p,1,17.2,2,1,27.4,31.2,20.2,0,0,16,,,
269,269,11/12/2014,p,1,16.2,1,1,27.1,32.1,23.2,0,2.1,17,,,
269,269,10/28/2014,p,1,21.4,1,1,30.4,32.7,22.5,0,1.6,17.8,,,
270,270,10/1/2014,w,0,28.1,1,2,26.8,32.4,25,0,8.3,15.1,,,
270,270,11/5/2014,w,0,20.3,1,1,28.2,32.8,23.3,0,0,16.1,,,
270,270,11/13/2014,w,0,20.4,2,1,27,31.9,23.9,0,2.7,15.4,,,
270,270,11/14/2014,w,0,31.3,2,2,28,33.7,25.5,0,4.3,16.5,,,
270,270,11/18/2014,w,0,32.3,1,2,28.7,32.4,21.5,0,3.8,15.8,,,
272,272,10/4/2014,p,1,16,1,1,25.6,29.4,23,0,0,16.6,,,
272,272,11/9/2014,p,1,15.3,1,1,26.7,30.9,21.7,0,0.6,17.2,,,
273,273,11/9/2014,p,1,21.7,1,1,25.5,27.9,15.7,0,0,15,,,
273,273,2/6/2015,p,1,20.2,2,1,24.7,29.1,20.5,0,1.4,15.3,,,
274,274,8/14/2014,p,1,50.8,3,4,26.9,29.3,20.1,0,1.3,16.3,,,
274,274,8/15/2014,p,1,57.7,1,4,24.4,26.9,19.2,0,0.7,14.6,,,
274,274,9/8/2014,p,1,21.9,1,1,25.7,29.8,22.2,0,0.9,15.9,,,
274,274,9/10/2014,p,1,18.5,1,1,28.3,30.8,21.6,0,0,16.6,,,
274,274,10/22/2014,p,1,42.7,3,4,28.6,33.3,24.1,0,2.2,17.4,,,
275,275,10/16/2014,p,1,13.8,1,2,25.4,28.3,20.9,0,4.5,14.5,,,
275,275,10/20/2014,p,1,26,1,2,24.7,29.8,22.5,0,0.9,16.3,,,
275,275,10/30/2014,p,1,23.5,2,1,25.7,29.2,20.8,0,0,16.2,,,
275,275,10/31/2014,p,1,15.7,1,1,25.7,29.1,20.5,0,1.3,16.2,,,
275,275,11/6/2014,p,1,29.7,1,2,25.4,29.1,20.8,0,0.2,15.1,,,
276,276,9/26/2014,p,1,27.5,1,3,25.9,30.9,22.5,-0.5,1.1,14.7,,,
276,276,9/27/2014,p,1,23.8,1,2,25.6,29.8,21.7,0,0,14.6,,,
276,276,10/6/2014,p,1,28.5,1,1,27.3,31.8,22.7,0,0,15.4,,,
276,276,10/15/2014,p,1,23,2,1,26.8,31.1,22.2,0,3.8,14.4,,,
276,276,10/17/2014,p,1,21.4,1,1,26.4,30.4,21.1,0,0,14.4,,,
277,277,10/6/2014,p,1,21.7,1,1,29,34.1,25.7,0,0,16.3,,,
277,277,11/6/2014,p,1,21.3,1,1,29,34.7,23.4,-0.5,0.5,14.6,,,
278,278,9/27/2014,p,1,28.4,2,3,26.9,31.8,21.7,0,1.1,15.6,,,
278,278,9/28/2014,p,1,20.9,1,1,25.4,30,21.8,0,3.2,14.8,,,
278,278,10/6/2014,p,1,18.1,1,1,25.7,30.1,21.4,0,0,15.3,,,
278,278,10/22/2014,p,1,22.1,1,1,26.7,30.5,20.7,0,0,15,,,
278,278,10/27/2014,p,1,27.6,1,2,26.8,30.8,23.2,0,2.7,15.3,,,
279,279,10/1/2014,p,1,26.9,1,1,28.8,32,20.8,0,4,15.3,,,
279,279,11/3/2014,p,1,23.1,1,1,24.6,28.6,19.7,0,0,14.3,,,
279,279,11/6/2014,p,1,17.7,1,1,26.8,31.8,21.6,0,0,14.4,,,
280,280,9/26/2014,p,1,25.1,3,3,26.9,31,19.3,0.5,0,16.5,1,,sex organs looknawful!
280,280,9/27/2014,p,1,18.4,3,2,25.2,27.4,20.2,0,0,15.6,1,,sex organs look awful
280,280,9/30/2014,p,1,33.8,1,5,27.7,31.3,21.3,0,0,15.8,1,,
280,280,10/1/2014,p,1,29,1,2,24.9,28.3,19.1,0,0,16,1,,
280,280,10/2/2014,p,1,25.6,2,3,25.1,27.2,16.1,0.5,0,15.4,1,,
281,281,10/29/2014,p,1,25.9,1,1,28.4,32.1,20.8,0,0.7,17.5,,,
281,281,10/30/2014,p,1,26.1,1,1,28.2,32.6,20.5,0,0,17.5,,,
281,281,11/4/2014,p,1,22.3,1,1,26.4,30.3,20.3,0,0,16.9,,,
281,281,11/9/2014,p,1,16.6,1,1,24.5,26.9,17.5,0.5,0,16.7,,,
282,282,7/24/2014,p,1,14,1,1,24,30,21,0,1,15,,,
282,282,7/29/2014,p,1,19.7,1,2,25.5,30.7,24.2,0,0,16.2,,,
282,282,8/5/2014,p,1,17.9,1,1,26.3,31.5,22.4,0,0,14.6,,,
282,282,8/29/2014,p,1,24.9,1,2,25.9,31.7,24.7,0,1.4,16.1,,,
282,282,8/31/2014,p,1,20,1,1,26.7,32.1,24.7,0,4,15.9,,,
282,282,9/4/2014,p,1,17.9,3,1,26.2,32,22.8,0,0,16.1,,,
283,283,9/27/2014,p,1,24.7,1,1,27.5,31.2,21.8,0,0,17,,,
283,283,10/3/2014,p,1,17.3,1,1,25.7,29.8,20.6,0,0,,,,
283,283,10/6/2014,p,1,19.3,2,1,26.2,30.5,22.2,0,3.1,16.4,,,
283,283,10/16/2014,p,1,17,1,1,28.8,33.1,22.7,0,6.3,17.3,,,
283,283,10/22/2014,p,1,20.7,1,2,28.2,32.5,22.4,0,0,16,,,
284,284,7/29/2014,p,1,26.6,1,1,26.7,30.2,20,0,0.9,16.1,,,
284,284,7/31/2014,p,1,58.7,1,2,26.6,32.3,25,0,1.8,17.2,,,
284,284,8/2/2014,p,1,19.5,1,1,25.1,29.2,20.8,0,0,17.2,,,
284,284,8/5/2014,p,1,43.9,2,3,25.9,29.1,20.2,0,0,16,,,
284,284,8/20/2014,p,1,15.7,1,1,25.8,29.4,22.1,0,0,15.3,,,
284,284,2/6/2015,p,1,17.3,2,1,24.6,28.2,19,0,0.7,15.3,,,
285,285,10/15/2014,p,1,27.4,3,1,26.9,33.2,23.6,0,0,17.3,,,
285,285,10/29/2014,p,1,38.6,1,2,26.9,31.3,22,0,1.3,17.1,,,
285,285,11/4/2014,p,1,42.9,1,2,26,29.3,18.2,0,0,16.3,,,
285,285,11/7/2014,p,1,28,1,1,25.9,30.6,20.6,0,0,16.1,,,
285,285,11/19/2014,p,1,26.2,1,1,28.5,33.7,24.8,0,2.6,17.1,,,
286,286,8/15/2014,p,1,27.6,1,3,25.1,30,22.6,0,2.2,15.3,,,
286,286,9/12/2014,p,1,25.5,4,2,28.5,32.7,23.2,0,0.9,16.4,,,
286,286,9/18/2014,p,1,30.7,2,2,26.3,31.4,24.7,0,0,15.7,,,
286,286,9/19/2014,p,1,38.4,2,2,27.8,31.8,23.2,0,1.3,15.2,,,
286,286,9/20/2014,p,1,45.2,3,2,24.6,29.5,21.8,0,1.1,13.5,,,
